study_identifier,participant.id_in_session,participant.code,participant.label,participant._current_page_name,participant.not_matched,session.code,consent.1.player.id_in_group,consent.1.player.prolific_id,consent.1.group.id_in_subsession,flip_task.1.player.num_heads,flip_task.1.player.total_guess_group_heads,flip_task.2.player.id_in_group,flip_task.2.player.payoff,flip_task.2.player.flip_time_seconds,flip_task.2.player.num_heads,flip_task.2.player.average_group_heads_reported,flip_task.2.player.treat,flip_task.2.player.treat_string,flip_task.2.player.not_matched,flip_task.2.group.id_in_subsession,flip_task.2.group.group_payoff,survey.1.player.bonus_cents,survey.1.player.most_common_head,survey.1.player.flip_misreporting,survey.1.player.flip_shirking,survey.1.player.household_satisfy,survey.1.player.attention_fatal,survey.1.player.bfi_is_reserved,survey.1.player.bfi_is_trust,survey.1.player.bfi_does_job,survey.1.player.bfi_is_relaxed,survey.1.player.bfi_active_imag,survey.1.player.bfi_is_social,survey.1.player.bfi_fault,survey.1.player.bfi_lazy,survey.1.player.bfi_nervous,survey.1.player.bfi_artistic,survey2.1.player.lie_misrepresent,survey2.1.player.lie_shirking,survey2.1.player.lie_significant_other,survey2.1.player.lie_dating,survey2.1.player.lie_taxes,survey2.1.player.misreport_time_seconds,survey2.1.player.misreport,survey2.1.player.misreport_justify,survey2.1.player.misreport_paste_status,Participant id,Status,Started at,Completed at,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,avg_group_heads,flip_payoff,bonus_cent,final_bonus_dollars,survey2.1.player.misreport_justify_time_seconds,debrief.1.player.debrief_time_seconds,Unnamed: 0,bulk_approve
24_0922_Control_30,1,l7zstfe3,66a434e098b2677590fcd870,Debrief,,23e77sz1,1,66a434e098b2677590fcd870,1,10000,10000,1,60,32,6,10000,0,Control,0,1,10000,0,6,25,60,6,0,1,2,3,5,3,4,2,1,1,3,25,0,40,60,0,5,0,"I think misrepresenting could be justified if you could not find a coin, but you really need the extra money that surveys give you. I also think it's ok if you pick a reasonable number and not one that will skew the data like 0 heads or 10 heads. ",TRUE,66a434e098b2677590fcd870,APPROVED,2024-09-22T13:45:39.755000Z,2024-09-22T13:50:55.244000Z,7,19,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",,60,0,0.6,,,0,yes
24_0922_Control_30,2,7ozh197j,665b20d3ae826580f06557c8,Debrief,,23e77sz1,2,665b20d3ae826580f06557c8,1,10000,10000,2,50,67,5,10000,0,Control,0,1,10000,0,7,26,73,0,0,5,1,3,5,2,2,4,2,1,4,5,0,5,0,0,7,0,Only thing I might have misreported was the number of coin flips but that's because I have covid brain and I may have lost track. Unsure. I need more characters and not sure what to fill this with since my answer is done.,FALSE,665b20d3ae826580f06557c8,APPROVED,2024-09-22T13:48:07.209000Z,2024-09-22T14:02:17.685000Z,118,38,Female,White,United States,United States,United States,English,Yes,Part-Time,,50,0,0.5,,,1,yes
24_0922_Control_30,3,6i2hkckh,66ec909af8d1f4d108a4f1be,Debrief,,23e77sz1,3,66ec909af8d1f4d108a4f1be,1,10000,10000,3,50,22,5,10000,0,Control,0,1,10000,0,7,53,28,4,0,1,1,1,2,1,3,4,5,4,5,0,0,0,0,0,11,0,"I think misreporting is no justified under any circumstances you must be honest all the time if you want to have a good life and have a good future for you and you family, best way to prospered is be honest and do the right think..",FALSE,66ec909af8d1f4d108a4f1be,APPROVED,2024-09-22T13:48:15.405000Z,2024-09-22T14:01:22.598000Z,1,65,Male,Other,Colombia,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED,,50,0,0.5,,,2,yes
24_0922_Control_30,4,t7fwswws,66f018fbffba895634da354e,Debrief,,23e77sz1,4,66f018fbffba895634da354e,1,10000,10000,4,60,36,6,10000,0,Control,0,1,10000,10,5,10,25,3,0,4,1,1,2,2,2,4,5,5,3,0,5,0,0,0,17,0,I do not think misreporting is justifiable. You should do the right thing and commit to what your promised. Sure unforeseen things happen to where you are not able to finish a task as you had agreed but that does not justify lying. Just be honest!,FALSE,66f018fbffba895634da354e,APPROVED,2024-09-22T13:48:25.852000Z,2024-09-22T13:58:32.388000Z,0,34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,60,10,0.7,,,3,yes
24_0922_Control_30,5,mmqpe3a3,65e3891d1a93411cbc689b9e,Debrief,,23e77sz1,5,65e3891d1a93411cbc689b9e,1,10000,10000,5,50,65,5,10000,0,Control,0,1,10000,10,5,6,6,0,0,3,1,1,1,3,1,4,2,3,1,0,0,0,0,0,11,0,"I can’t think of any? Perhaps in a life or death situation. I don’t think ignorance is an excuse but people don’t realize they are reporting incorrectly, that somehow justified I think if they’re trying to represent information to their best ability?  ",FALSE,65e3891d1a93411cbc689b9e,APPROVED,2024-09-22T13:50:05.160000Z,2024-09-22T14:00:29.479000Z,1,32,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,10,0.6,,,4,yes
24_0922_Control_30,6,dj7prtls,66ef51d7d748525570a023b4,Debrief,,23e77sz1,6,66ef51d7d748525570a023b4,1,10000,10000,6,60,14,6,10000,0,Control,0,1,10000,10,5,45,85,6,0,2,2,1,3,3,3,4,5,2,3,14,2,0,0,0,8,0,"Misreporting can be justified if you click the wrong answer accidentally or accidentally clicking more than one answer, or if there is repetitive questions worded differently could cause the wrong answer to be chosen.",FALSE,66ef51d7d748525570a023b4,APPROVED,2024-09-22T13:50:45.774000Z,2024-09-22T13:56:57.137000Z,4,24,Female,White,United States,United States,United States,English,No,Full-Time,,60,10,0.7,,,5,yes
24_0922_Control_30,7,9w0pgn6y,66f01e791224ad016d919c5f,Debrief,,23e77sz1,7,66f01e791224ad016d919c5f,1,10000,10000,7,40,56,4,10000,0,Control,0,1,10000,10,5,60,81,0,0,2,4,6,4,1,2,1,4,1,2,0,0,25,0,60,7,0,The only way I believe is reporting is justified as if you miscounted the number of times you actually flipped the coin. It could have also been a situation where you lost count of the number of heads you received. These are the only situations that I deem it makes sense that you misreported.,FALSE,66f01e791224ad016d919c5f,APPROVED,2024-09-22T13:51:50.940000Z,2024-09-22T13:58:52.940000Z,0,49,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,40,10,0.5,,,6,yes
24_0922_Control_30,8,9mn50wis,66ef6ea6b74dca24aa06a005,Debrief,,23e77sz1,8,66ef6ea6b74dca24aa06a005,1,10000,10000,8,60,28,6,10000,0,Control,0,1,10000,10,5,51,90,3,0,1,1,1,1,1,1,5,5,5,3,0,0,0,0,0,21,0,"Misreporting could be justified if there was a genuine mistake in counting the results or if the intention was for a broader audience. It might also occur if the report aimed to highlight a specific point or trend, rather than strict accuracy.",FALSE,66ef6ea6b74dca24aa06a005,APPROVED,2024-09-22T13:52:28.755000Z,2024-09-22T14:04:17.983000Z,1,25,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED,,60,10,0.7,,,7,yes
24_0922_Control_30,10,glv8f6xk,610369052748ee032748d75a,Debrief,,23e77sz1,10,610369052748ee032748d75a,1,10000,10000,10,70,71,7,10000,0,Control,0,1,10000,0,6,12,3,4,0,2,2,2,4,1,3,5,3,2,5,5,0,10,15,0,6,0,"Misreporting would not be justified because not only was it a simple task that could easily be tracked to keep score, but it was also a task that held no punishment so misreporting would not be any more advantageous than reporting correctly.",FALSE,610369052748ee032748d75a,APPROVED,2024-09-22T13:53:18.882000Z,2024-09-22T13:59:22.886000Z,322,23,Female,Other,Kenya,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,70,0,0.7,,,9,yes
24_0922_Control_30,11,1ad9t66d,5ba78b71d60daf0001532d5b,Debrief,,23e77sz1,11,5ba78b71d60daf0001532d5b,1,10000,10000,11,100,4,10,10000,0,Control,0,1,10000,0,10,66,76,9,0,2,3,2,4,2,4,2,4,1,5,3,4,1,8,88,2,1,"When it's about making money and there are no ethical aspects involved which is the entire point of this study. You expect some of us to do this and there is no real penalty at all. What the hell making me type 200 characters, I'm glad I lied to you guys",FALSE,5ba78b71d60daf0001532d5b,APPROVED,2024-09-22T13:53:38.822000Z,2024-09-22T13:56:22.510000Z,5196,45,Male,Other,United States,United States,United States,English,Yes,Full-Time,,100,0,1,,,10,yes
24_0922_Control_30,12,ndpzajkh,601e13b872774f263d64acac,Debrief,,23e77sz1,12,601e13b872774f263d64acac,1,10000,10000,12,80,93,8,10000,0,Control,0,1,10000,0,8,83,91,1,0,2,2,2,2,2,5,3,3,3,2,32,3,27,0,0,4,0,If you really needed the money then it may be justified to try and report more than you actually flipped With this setup some lying or misrepresenting of numbers may even be expected for participants with the financial need. ,FALSE,601e13b872774f263d64acac,APPROVED,2024-09-22T13:53:53.724000Z,2024-09-22T13:59:25.898000Z,4825,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,,80,0,0.8,,,11,yes
24_0922_Control_30,13,b3eiq7bf,5c449f7948956f0001547a85,Debrief,,23e77sz1,13,5c449f7948956f0001547a85,1,10000,10000,13,60,51,6,10000,0,Control,0,1,10000,10,5,5,0,9,0,4,2,2,2,2,3,4,4,3,3,0,0,0,0,0,8,0,"I felt no reason to misreport, If you are going to take the time to do a survey it should be done in an honest manner. The people that put these surveys on prolific are doing so to gather accurate information. You are getting paid to give accurate information. this way there results can be trusted.",FALSE,5c449f7948956f0001547a85,APPROVED,2024-09-22T13:54:47.340000Z,2024-09-22T14:04:22.308000Z,1659,62,Male,White,United States,United States,United States,English,No,Full-Time,,60,10,0.7,,,12,yes
24_0922_Control_30,14,mpsd8w85,66548cf3c4c63418286fc428,Debrief,,23e77sz1,14,66548cf3c4c63418286fc428,1,10000,10000,14,50,8,5,10000,0,Control,0,1,10000,10,5,53,48,9,0,1,1,1,2,2,4,3,2,3,3,6,0,0,0,0,4,0,If it meant to save a family member or close friends. I also believe this is not right to do. There are others ways to just tell the truth. Lying usually leads to a bad habit that will continue beyond this one instance ,FALSE,66548cf3c4c63418286fc428,APPROVED,2024-09-22T13:57:23.013000Z,2024-09-22T14:01:55.014000Z,474,36,Male,Asian,United States,United States,United States,English,No,Full-Time,,50,10,0.6,,,13,yes
24_0922_Control_30,15,9abmnozg,65c10dbbff8d82b71f314e88,Debrief,,23e77sz1,15,65c10dbbff8d82b71f314e88,1,10000,10000,15,60,16,6,10000,0,Control,0,1,10000,10,5,70,35,6,0,2,2,2,4,4,2,4,4,4,4,0,1,0,0,0,5,0,"I'm not sure really, but I'm sure it could be many different circumstances I assume. I'm not sure though I mean I guess I could guess .......................................................................................................",FALSE,65c10dbbff8d82b71f314e88,APPROVED,2024-09-22T13:56:41.061000Z,2024-09-22T14:22:39.710000Z,168,34,Female,Black,United States,United States,United States,English,No,Part-Time,,60,10,0.7,,,14,yes
24_0922_Control_30,17,kqndpnr4,66a925e817b7b679f5c68a02,Debrief,,23e77sz1,17,66a925e817b7b679f5c68a02,1,10000,10000,17,60,7,6,10000,0,Control,0,1,10000,0,6,74,60,1,0,2,1,2,2,4,4,4,4,2,2,0,0,0,0,60,8,0,"I don't think misreporting can be justified. It is dishonest. The only time I can justify being dishonest is with the government because they do not have your best interest at heart. Being dishonest with the government is actually protecting yourself, therefore justified.",FALSE,66a925e817b7b679f5c68a02,APPROVED,2024-09-22T13:57:51.091000Z,2024-09-22T14:05:10.952000Z,233,44,Female,White,United States,United States,United States,English,No,Full-Time,,60,0,0.6,,,17,yes
24_0922_Control_30,18,18i1g1vr,57d5593f8dcd2c00014bc55b,Debrief,,23e77sz1,18,57d5593f8dcd2c00014bc55b,1,10000,10000,18,30,31,3,10000,0,Control,0,1,10000,10,5,7,4,8,0,5,1,1,3,1,1,5,5,5,5,0,0,0,0,0,21,0,It can never be justified to lie in any situation. It is morally wrong to lie in any way at all. Honesty is a social contract we all live together with. To even ask if it is appropriate shows a fundamental problem on your part ,FALSE,57d5593f8dcd2c00014bc55b,APPROVED,2024-09-22T13:58:00.673000Z,2024-09-22T14:05:09.625000Z,5837,43,Male,White,United States,United States,United States,English,No,Full-Time,,30,10,0.4,,,18,yes
24_0922_Control_30,19,oj9ff0qs,5781c15381f331000139a89e,Debrief,,23e77sz1,19,5781c15381f331000139a89e,1,10000,10000,19,100,8,10,10000,0,Control,0,1,10000,0,10,90,100,0,0,3,2,2,5,1,3,5,3,2,5,13,2,36,0,84,5,1,"It doesn't need to be justified. This is a social test/study about behaviors and my result was that I lied in order to get more of a reward. I don't think you all were anticipating much in the way of honesty reporting-wise, I certainly wouldn't.",FALSE,5781c15381f331000139a89e,APPROVED,2024-09-22T13:56:49.990000Z,2024-09-22T14:05:13.636000Z,5483,36,Female,White,Germany,United States,United States,English,No,Full-Time,,100,0,1,,,19,yes
24_0922_Control_30,20,712cbq2v,61081ce8eae40330393949fb,Debrief,,23e77sz1,20,61081ce8eae40330393949fb,1,10000,10000,20,50,48,5,10000,0,Control,0,1,10000,0,4,60,86,4,0,2,2,3,5,5,5,2,5,1,4,5,8,0,0,0,5,0,"if someone clicked on the study not knowing if they had a coin or not. or if they thought they had a coin and they didnt. or if someone is poor or does not have access to a coin, i would consider them justified in misreporting",FALSE,61081ce8eae40330393949fb,APPROVED,2024-09-22T13:58:36.972000Z,2024-09-22T14:03:15.754000Z,654,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,0,0.5,,,20,yes
24_0922_Control_30,21,r82pw8m8,663a623d4ea504f754d08b02,Debrief,,23e77sz1,21,663a623d4ea504f754d08b02,1,10000,10000,21,80,93,8,10000,0,Control,0,1,10000,0,7,70,60,5,0,2,2,1,2,2,3,3,4,3,2,0,0,0,0,0,13,0,I feel like there are no circumstances were lying or misrepresenting information is justified because the task is so easy to complete and the task is also very quick to complete as well. Thus I dont think it is justifiable at all,FALSE,663a623d4ea504f754d08b02,APPROVED,2024-09-22T13:58:48.577000Z,2024-09-22T14:08:52.467000Z,31,23,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,,80,0,0.8,,,21,yes
24_0922_Control_30,22,jw72ym66,66a5aecf31d2310b7cb05ada,Debrief,,23e77sz1,22,66a5aecf31d2310b7cb05ada,1,10000,10000,22,30,45,3,10000,0,Control,0,1,10000,10,5,20,50,2,0,2,3,2,5,1,4,3,4,1,5,0,0,5,0,0,15,0,"I could understand if someone was stressed and really struggling financially and said that they flipped more heads than they did. Still, I don't think you should lie when participating in research studies.",FALSE,66a5aecf31d2310b7cb05ada,APPROVED,2024-09-22T13:59:12.044000Z,2024-09-22T14:06:01.553000Z,106,22,Female,White,United States,United States,United States,English,No,Full-Time,,30,10,0.4,,,22,yes
24_0922_Control_30,23,3t9aa5hw,66df84dddb9d8aed4c333cf8,Debrief,,23e77sz1,23,66df84dddb9d8aed4c333cf8,1,10000,10000,23,30,95,3,10000,0,Control,0,1,10000,10,5,76,77,6,0,2,2,2,2,2,4,3,2,2,1,0,0,0,0,0,6,0,"Many factors could play into a misrepresentation of the coin toss. Maybe it fell somewhere you couldn't see it and had to do the toss over again, maybe the coin landed on its side, maybe someone lost count of how many times they flipped the coins",FALSE,66df84dddb9d8aed4c333cf8,APPROVED,2024-09-22T14:00:15.734000Z,2024-09-22T14:09:10.151000Z,13,36,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),,30,10,0.4,,,23,yes
24_0922_Control_30,24,9w1zg5d9,5d734121d169f0001706ef8f,Debrief,,23e77sz1,24,5d734121d169f0001706ef8f,1,10000,10000,24,80,56,8,10000,0,Control,0,1,10000,0,7,64,57,4,0,3,4,2,2,3,4,5,5,3,2,0,0,0,0,0,6,0,"I'm not sure I understand the question! I really did do the coin flip, but certainly wondered how many people would actually do it. Lying doesn't seem justified, but that doesn;t mean people don't do it.",FALSE,5d734121d169f0001706ef8f,APPROVED,2024-09-22T14:00:24.255000Z,2024-09-22T14:08:12.332000Z,776,42,Female,White,United States,United States,United States,English,No,Full-Time,,80,0,0.8,,,24,yes
24_0922_Control_30,26,62emw1fn,66323877064f850c63d61324,Debrief,,23e77sz1,26,66323877064f850c63d61324,1,10000,10000,26,50,161,5,10000,0,Control,0,1,10000,10,5,41,36,1,0,2,3,2,2,3,3,4,3,2,5,2,0,0,0,0,3,0,"I believe misleading would only be justifiable in two situations: communication issues leading to a misunderstanding or when it is in the person's best interest (example, kids believing in magic or national security)",FALSE,66323877064f850c63d61324,APPROVED,2024-09-22T14:02:00.293000Z,2024-09-22T14:15:29.368000Z,338,27,Male,White,United States,United States,United States,English,No,Full-Time,,50,10,0.6,,,25,yes
24_0922_Control_30,27,jkn5kd0h,6003ef9269c7814f0ca7b46a,Debrief,,23e77sz1,27,6003ef9269c7814f0ca7b46a,1,10000,10000,27,60,51,6,10000,0,Control,0,1,10000,10,5,35,25,3,0,5,2,2,1,1,2,4,2,5,5,0,0,0,0,0,6,0,I don't think there's any situation in this scenario where it could be justified. Even if someone desperately needs that bonus it still would not be justifiable because it would be unfair to the researchers for implementing this survey.  ,FALSE,6003ef9269c7814f0ca7b46a,APPROVED,2024-09-22T14:02:31.111000Z,2024-09-22T14:11:44.894000Z,3921,36,Male,DATA_EXPIRED,Philippines,United States,United States,English,No,DATA_EXPIRED,,60,10,0.7,,,26,yes
24_0922_Control_30,28,1licr84i,5dd7b300a71de875640dc574,Debrief,,23e77sz1,28,5dd7b300a71de875640dc574,1,10000,10000,28,40,36,4,10000,0,Control,0,1,10000,0,6,25,10,9,0,2,3,2,2,1,4,2,3,2,3,0,0,14,9,8,11,0,"I can't think of a reason to misreport the outcome unless you were being paid more per each ""heads"" flip.  Another possibility is that some people might actually have 9 or 10 heads (or tails) flips and will report something else because they are worried they will not be believed. ",FALSE,5dd7b300a71de875640dc574,APPROVED,2024-09-22T14:04:37.896000Z,2024-09-22T14:12:11.273000Z,3966,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,,40,0,0.4,,,27,yes
24_0922_Control_30,29,2qv1pcny,66df02f6a1b5d8501727cd1f,Debrief,,23e77sz1,29,66df02f6a1b5d8501727cd1f,1,10000,10000,29,70,13,7,10000,0,Control,0,1,10000,0,7,20,90,3,0,2,3,2,3,2,4,3,2,2,1,0,0,2,0,0,5,0,"If you didn't have a coin to flip, most transactions are cashless now. Other than that 200 characters is a lot for a pretty basic question and answer. And alot of response for the amount of money to be paid.",FALSE,66df02f6a1b5d8501727cd1f,APPROVED,2024-09-22T14:04:39.729000Z,2024-09-22T14:11:27.272000Z,59,53,Male,White,United States,United States,United States,English,No,Full-Time,,70,0,0.7,,,28,yes
24_0922_Control_30,30,11icl4hn,5f985161f2aa230f6d4eb858,Debrief,,23e77sz1,30,5f985161f2aa230f6d4eb858,1,10000,10000,30,60,52,6,10000,0,Control,0,1,10000,0,8,65,25,6,0,2,4,1,2,2,4,4,4,3,2,5,0,10,0,5,6,0,It could never be justified because the reward is so small it could not solve anyone's problems.  But it could ruin the test administrators responses and harm their study and possibly their lives.  This risk/reward could not be justified under any circumstances.,FALSE,5f985161f2aa230f6d4eb858,APPROVED,2024-09-22T14:06:59.782000Z,2024-09-22T14:12:43.401000Z,4619,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,60,0,0.6,,,29,yes
24_0922_Control_30,31,2jx52nl6,667319ee2370eaa5c692476b,Debrief,,23e77sz1,31,667319ee2370eaa5c692476b,1,10000,10000,31,60,9,6,10000,0,Control,0,1,10000,0,6,20,20,7,0,2,1,1,1,1,1,6,6,6,2,5,0,0,10,0,10,0,"Wheen there are questions about social and psychological aspects of my life. Preferences and moods change over time, so there cannot be a singlular answer or representation all the time for similar questions about my feelings.",FALSE,667319ee2370eaa5c692476b,APPROVED,2024-09-22T14:08:38.054000Z,2024-09-22T14:23:08.869000Z,476,40,Male,Black,Ghana,United States,United States,English,Yes,Full-Time,,60,0,0.6,,,30,yes
24_0922_Control_30,52,pderg4z0,5d350282cec7150015d16494,Debrief,,23e77sz1,52,5d350282cec7150015d16494,1,10000,10000,52,90,17,9,10000,0,Control,0,1,10000,0,10,94,95,0,0,2,2,2,4,2,4,4,5,5,5,26,7,1,8,0,15,0,i don't there is really a good reason to misrepresemt on the task because its not really very much money and i can no't imagaine any one needing a dollar that bad that they need to mess up your research,FALSE,5d350282cec7150015d16494,APPROVED,2024-09-22T14:18:45.378000Z,2024-09-22T14:28:18.748000Z,1604,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,,90,0,0.9,,,31,yes
